nb_step	D=1.0	D=0.31622776601683794	D=0.1	D=0.03162277660168379	D=0.01	D=0.0031622776601683794
23.0	0.013333333333333334	0.014444444444444444	0.010555555555555556	0.009722222222222222	0.007222222222222222	0.005833333333333334
24.0	0.013888888888888888	0.014722222222222222	0.010555555555555556	0.010277777777777778	0.007222222222222222	0.005833333333333334
25.0	0.014166666666666666	0.015277777777777777	0.010833333333333334	0.010833333333333334	0.007222222222222222	0.005833333333333334
26.0	0.015	0.01638888888888889	0.011111111111111112	0.010833333333333334	0.0075	0.005833333333333334
27.0	0.015277777777777777	0.016666666666666666	0.011111111111111112	0.010555555555555556	0.0077777777777777776	0.005833333333333334
28.0	0.01611111111111111	0.017777777777777778	0.011666666666666667	0.010833333333333334	0.008055555555555555	0.005833333333333334
29.0	0.01638888888888889	0.018055555555555554	0.012222222222222223	0.011111111111111112	0.008333333333333333	0.005833333333333334
30.0	0.016944444444444446	0.018333333333333333	0.013055555555555556	0.011111111111111112	0.008333333333333333	0.005833333333333334
31.0	0.018055555555555554	0.01861111111111111	0.013055555555555556	0.011111111111111112	0.008333333333333333	0.005833333333333334
32.0	0.01861111111111111	0.01888888888888889	0.014444444444444444	0.011111111111111112	0.008055555555555555	0.005833333333333334
33.0	0.01888888888888889	0.01972222222222222	0.014444444444444444	0.011111111111111112	0.008055555555555555	0.005833333333333334
34.0	0.01888888888888889	0.020555555555555556	0.015	0.01138888888888889	0.008055555555555555	0.005833333333333334
35.0	0.01888888888888889	0.0225	0.015	0.011666666666666667	0.008333333333333333	0.005833333333333334
36.0	0.019444444444444445	0.02277777777777778	0.015277777777777777	0.011944444444444445	0.008333333333333333	0.005833333333333334
37.0	0.02	0.02277777777777778	0.015555555555555555	0.012222222222222223	0.008333333333333333	0.005833333333333334
38.0	0.020555555555555556	0.023055555555555555	0.015555555555555555	0.012777777777777779	0.008611111111111111	0.005833333333333334
39.0	0.020277777777777777	0.02277777777777778	0.015833333333333335	0.013888888888888888	0.008611111111111111	0.005833333333333334
40.0	0.021944444444444444	0.02361111111111111	0.016666666666666666	0.014166666666666666	0.009166666666666667	0.005555555555555556
41.0	0.022222222222222223	0.02388888888888889	0.016666666666666666	0.014444444444444444	0.009166666666666667	0.005555555555555556
42.0	0.0225	0.024166666666666666	0.016666666666666666	0.014722222222222222	0.009166666666666667	0.005555555555555556
43.0	0.02277777777777778	0.024722222222222222	0.016666666666666666	0.014722222222222222	0.009722222222222222	0.005555555555555556
44.0	0.023333333333333334	0.025833333333333333	0.016666666666666666	0.015	0.009722222222222222	0.005555555555555556
45.0	0.02388888888888889	0.02666666666666667	0.017222222222222222	0.015	0.009722222222222222	0.005555555555555556
46.0	0.024166666666666666	0.026944444444444444	0.0175	0.015555555555555555	0.009722222222222222	0.005555555555555556
47.0	0.025	0.02722222222222222	0.018333333333333333	0.01611111111111111	0.009722222222222222	0.005833333333333334
48.0	0.025555555555555557	0.0275	0.01888888888888889	0.016666666666666666	0.009722222222222222	0.005833333333333334
49.0	0.025555555555555557	0.028055555555555556	0.019444444444444445	0.01638888888888889	0.009722222222222222	0.005833333333333334
50.0	0.0275	0.02861111111111111	0.019444444444444445	0.016666666666666666	0.01	0.005833333333333334
51.0	0.028055555555555556	0.029722222222222223	0.019444444444444445	0.017222222222222222	0.01	0.005833333333333334
52.0	0.028888888888888888	0.03027777777777778	0.02	0.017222222222222222	0.01	0.006111111111111111
53.0	0.03	0.030555555555555555	0.021111111111111112	0.0175	0.01	0.006111111111111111
54.0	0.03	0.03111111111111111	0.021388888888888888	0.018055555555555554	0.01	0.006111111111111111
55.0	0.030555555555555555	0.03138888888888889	0.022222222222222223	0.018333333333333333	0.01	0.006388888888888889
56.0	0.03166666666666667	0.0325	0.0225	0.019166666666666665	0.01	0.006666666666666667
57.0	0.0325	0.03388888888888889	0.023055555555555555	0.019444444444444445	0.01	0.006666666666666667
58.0	0.03333333333333333	0.034166666666666665	0.023333333333333334	0.019444444444444445	0.01	0.006666666666666667
59.0	0.03388888888888889	0.035555555555555556	0.02361111111111111	0.01972222222222222	0.010277777777777778	0.006666666666666667
60.0	0.034166666666666665	0.035833333333333335	0.02388888888888889	0.02	0.010555555555555556	0.006666666666666667
61.0	0.034722222222222224	0.03638888888888889	0.024166666666666666	0.020555555555555556	0.010555555555555556	0.006944444444444444
62.0	0.035833333333333335	0.036944444444444446	0.024166666666666666	0.020555555555555556	0.010555555555555556	0.006944444444444444
63.0	0.035555555555555556	0.03777777777777778	0.024722222222222222	0.020833333333333332	0.010555555555555556	0.006944444444444444
64.0	0.035555555555555556	0.03777777777777778	0.025555555555555557	0.021111111111111112	0.010555555555555556	0.006944444444444444
65.0	0.036944444444444446	0.03805555555555556	0.026111111111111113	0.021111111111111112	0.010555555555555556	0.006944444444444444
66.0	0.03833333333333333	0.03833333333333333	0.02638888888888889	0.021111111111111112	0.010555555555555556	0.006944444444444444
67.0	0.03861111111111111	0.03833333333333333	0.02666666666666667	0.021388888888888888	0.010833333333333334	0.006944444444444444
68.0	0.03916666666666667	0.03833333333333333	0.026944444444444444	0.021666666666666667	0.011111111111111112	0.006944444444444444
69.0	0.04027777777777778	0.03833333333333333	0.02722222222222222	0.0225	0.01138888888888889	0.006944444444444444
70.0	0.04055555555555555	0.03888888888888889	0.0275	0.0225	0.011666666666666667	0.006944444444444444
71.0	0.04138888888888889	0.03916666666666667	0.028333333333333332	0.0225	0.011666666666666667	0.006944444444444444
72.0	0.041944444444444444	0.03916666666666667	0.02861111111111111	0.0225	0.011666666666666667	0.007222222222222222
73.0	0.0425	0.03944444444444444	0.028888888888888888	0.0225	0.011666666666666667	0.007222222222222222
74.0	0.043055555555555555	0.04	0.029166666666666667	0.0225	0.011666666666666667	0.007222222222222222
75.0	0.043055555555555555	0.04055555555555555	0.029444444444444443	0.02277777777777778	0.011666666666666667	0.007222222222222222
76.0	0.043611111111111114	0.04083333333333333	0.03	0.023333333333333334	0.011666666666666667	0.007222222222222222
77.0	0.043333333333333335	0.04083333333333333	0.030833333333333334	0.02361111111111111	0.011666666666666667	0.007222222222222222
78.0	0.044444444444444446	0.04083333333333333	0.03194444444444444	0.024166666666666666	0.011944444444444445	0.007222222222222222
79.0	0.04527777777777778	0.04138888888888889	0.03277777777777778	0.02388888888888889	0.012222222222222223	0.007222222222222222
80.0	0.04611111111111111	0.041666666666666664	0.03305555555555555	0.024444444444444446	0.012222222222222223	0.007222222222222222
81.0	0.04638888888888889	0.041666666666666664	0.03305555555555555	0.024722222222222222	0.0125	0.007222222222222222
82.0	0.04638888888888889	0.042222222222222223	0.03388888888888889	0.025277777777777777	0.0125	0.007222222222222222
83.0	0.04666666666666667	0.042777777777777776	0.034444444444444444	0.025833333333333333	0.0125	0.0075
84.0	0.04694444444444444	0.044444444444444446	0.034444444444444444	0.026111111111111113	0.0125	0.0075
85.0	0.04805555555555555	0.04527777777777778	0.035277777777777776	0.02638888888888889	0.012777777777777779	0.0077777777777777776
86.0	0.04861111111111111	0.04527777777777778	0.035555555555555556	0.026944444444444444	0.012777777777777779	0.0077777777777777776
87.0	0.049166666666666664	0.04611111111111111	0.03611111111111111	0.02722222222222222	0.012777777777777779	0.0077777777777777776
88.0	0.049166666666666664	0.04694444444444444	0.03666666666666667	0.02722222222222222	0.012777777777777779	0.0077777777777777776
89.0	0.049166666666666664	0.0475	0.03722222222222222	0.02722222222222222	0.012777777777777779	0.0077777777777777776
90.0	0.049166666666666664	0.04805555555555555	0.0375	0.027777777777777776	0.012777777777777779	0.0077777777777777776
91.0	0.05	0.04861111111111111	0.03833333333333333	0.027777777777777776	0.012777777777777779	0.0077777777777777776
92.0	0.050555555555555555	0.04972222222222222	0.03833333333333333	0.028055555555555556	0.012777777777777779	0.0077777777777777776
93.0	0.050833333333333335	0.050833333333333335	0.03888888888888889	0.028333333333333332	0.013055555555555556	0.0077777777777777776
94.0	0.050833333333333335	0.050833333333333335	0.03944444444444444	0.02861111111111111	0.013055555555555556	0.0077777777777777776
95.0	0.051111111111111114	0.051944444444444446	0.03944444444444444	0.02861111111111111	0.013055555555555556	0.0077777777777777776
96.0	0.05138888888888889	0.052222222222222225	0.03944444444444444	0.02861111111111111	0.013055555555555556	0.008055555555555555
97.0	0.052222222222222225	0.0525	0.03944444444444444	0.02861111111111111	0.013333333333333334	0.008055555555555555
98.0	0.05277777777777778	0.05333333333333334	0.04027777777777778	0.02861111111111111	0.013333333333333334	0.008333333333333333
99.0	0.05305555555555556	0.05305555555555556	0.04083333333333333	0.029166666666666667	0.013333333333333334	0.008333333333333333
100.0	0.05361111111111111	0.05305555555555556	0.04111111111111111	0.029166666666666667	0.013333333333333334	0.008333333333333333
101.0	0.05416666666666667	0.05333333333333334	0.04111111111111111	0.03	0.013333333333333334	0.008333333333333333
102.0	0.05444444444444444	0.05361111111111111	0.04138888888888889	0.03027777777777778	0.01361111111111111	0.008333333333333333
103.0	0.05472222222222222	0.05361111111111111	0.04138888888888889	0.03027777777777778	0.013333333333333334	0.008333333333333333
104.0	0.05555555555555555	0.05444444444444444	0.041944444444444444	0.030555555555555555	0.013333333333333334	0.008333333333333333
105.0	0.05611111111111111	0.055	0.0425	0.030555555555555555	0.013333333333333334	0.008611111111111111
106.0	0.05638888888888889	0.05583333333333333	0.043333333333333335	0.03111111111111111	0.013333333333333334	0.008611111111111111
107.0	0.05638888888888889	0.05638888888888889	0.04388888888888889	0.03111111111111111	0.01361111111111111	0.008611111111111111
108.0	0.056666666666666664	0.05694444444444444	0.04416666666666667	0.03111111111111111	0.01361111111111111	0.008611111111111111
109.0	0.05722222222222222	0.056666666666666664	0.044444444444444446	0.03166666666666667	0.013888888888888888	0.008611111111111111
110.0	0.057777777777777775	0.056666666666666664	0.04472222222222222	0.03222222222222222	0.013888888888888888	0.008888888888888889
111.0	0.058611111111111114	0.05694444444444444	0.04472222222222222	0.03277777777777778	0.013888888888888888	0.008888888888888889
112.0	0.059444444444444446	0.0575	0.04555555555555556	0.03305555555555555	0.014166666666666666	0.008611111111111111
113.0	0.059722222222222225	0.058333333333333334	0.04555555555555556	0.03305555555555555	0.014444444444444444	0.008611111111111111
114.0	0.06111111111111111	0.059722222222222225	0.04527777777777778	0.03333333333333333	0.014444444444444444	0.008611111111111111
115.0	0.06138888888888889	0.059722222222222225	0.04555555555555556	0.03333333333333333	0.014444444444444444	0.008611111111111111
116.0	0.06222222222222222	0.06	0.04555555555555556	0.03361111111111111	0.014444444444444444	0.008611111111111111
117.0	0.06277777777777778	0.06027777777777778	0.04583333333333333	0.03388888888888889	0.014444444444444444	0.008611111111111111
118.0	0.06333333333333334	0.06166666666666667	0.04555555555555556	0.034166666666666665	0.014166666666666666	0.008611111111111111
119.0	0.06388888888888888	0.0625	0.04611111111111111	0.034444444444444444	0.013888888888888888	0.008611111111111111
120.0	0.06472222222222222	0.06305555555555556	0.04638888888888889	0.034444444444444444	0.013888888888888888	0.008611111111111111
121.0	0.065	0.06333333333333334	0.04694444444444444	0.034722222222222224	0.014166666666666666	0.008611111111111111
122.0	0.0661111111111111	0.0636111111111111	0.0475	0.035	0.014166666666666666	0.008611111111111111
123.0	0.06638888888888889	0.0636111111111111	0.04805555555555555	0.035277777777777776	0.014166666666666666	0.008611111111111111
124.0	0.06666666666666667	0.06388888888888888	0.04861111111111111	0.035555555555555556	0.014166666666666666	0.008611111111111111
125.0	0.06666666666666667	0.06444444444444444	0.049444444444444444	0.03611111111111111	0.014444444444444444	0.008611111111111111
126.0	0.06722222222222222	0.06416666666666666	0.050555555555555555	0.03611111111111111	0.014444444444444444	0.008888888888888889
127.0	0.06777777777777778	0.06472222222222222	0.050277777777777775	0.03638888888888889	0.014444444444444444	0.008888888888888889
128.0	0.06833333333333333	0.065	0.05	0.03666666666666667	0.015	0.008611111111111111
129.0	0.06833333333333333	0.06555555555555556	0.050277777777777775	0.03666666666666667	0.015277777777777777	0.008611111111111111
130.0	0.06833333333333333	0.06583333333333333	0.050277777777777775	0.03666666666666667	0.015277777777777777	0.008888888888888889
131.0	0.06861111111111111	0.0661111111111111	0.050555555555555555	0.036944444444444446	0.015555555555555555	0.008888888888888889
132.0	0.06944444444444445	0.06638888888888889	0.050833333333333335	0.03666666666666667	0.015555555555555555	0.009166666666666667
133.0	0.07	0.06694444444444445	0.051944444444444446	0.03666666666666667	0.015833333333333335	0.009166666666666667
134.0	0.07055555555555555	0.06722222222222222	0.052222222222222225	0.03666666666666667	0.015833333333333335	0.009166666666666667
135.0	0.07166666666666667	0.06777777777777778	0.052222222222222225	0.03722222222222222	0.01611111111111111	0.009166666666666667
136.0	0.07222222222222222	0.06805555555555555	0.052222222222222225	0.036944444444444446	0.01611111111111111	0.009444444444444445
137.0	0.0725	0.06861111111111111	0.0525	0.036944444444444446	0.016666666666666666	0.009444444444444445
138.0	0.07333333333333333	0.06944444444444445	0.05305555555555556	0.036944444444444446	0.01638888888888889	0.009444444444444445
139.0	0.07333333333333333	0.06972222222222223	0.05305555555555556	0.036944444444444446	0.016666666666666666	0.009166666666666667
140.0	0.07361111111111111	0.06972222222222223	0.05333333333333334	0.036944444444444446	0.016666666666666666	0.009444444444444445
141.0	0.07416666666666667	0.07027777777777777	0.05361111111111111	0.036944444444444446	0.016666666666666666	0.009722222222222222
142.0	0.075	0.07027777777777777	0.05361111111111111	0.03666666666666667	0.016666666666666666	0.009444444444444445
143.0	0.07527777777777778	0.07111111111111111	0.05444444444444444	0.036944444444444446	0.016666666666666666	0.009722222222222222
144.0	0.07555555555555556	0.07138888888888889	0.05444444444444444	0.036944444444444446	0.016666666666666666	0.01
145.0	0.07583333333333334	0.07194444444444445	0.055	0.03722222222222222	0.016666666666666666	0.01
146.0	0.07694444444444444	0.07194444444444445	0.05555555555555555	0.03722222222222222	0.016944444444444446	0.010277777777777778
147.0	0.0763888888888889	0.07194444444444445	0.05583333333333333	0.03777777777777778	0.016944444444444446	0.010833333333333334
148.0	0.07722222222222222	0.07222222222222222	0.05611111111111111	0.03833333333333333	0.016944444444444446	0.010833333333333334
149.0	0.07805555555555556	0.07277777777777777	0.056666666666666664	0.03833333333333333	0.016666666666666666	0.010833333333333334
150.0	0.07833333333333334	0.07333333333333333	0.056666666666666664	0.03861111111111111	0.016666666666666666	0.010833333333333334
151.0	0.07916666666666666	0.07416666666666667	0.05694444444444444	0.03888888888888889	0.016944444444444446	0.010833333333333334
152.0	0.07972222222222222	0.07527777777777778	0.05694444444444444	0.03916666666666667	0.016944444444444446	0.010833333333333334
153.0	0.08027777777777778	0.07555555555555556	0.0575	0.03888888888888889	0.016944444444444446	0.010833333333333334
154.0	0.0811111111111111	0.07694444444444444	0.058055555555555555	0.03888888888888889	0.017222222222222222	0.010833333333333334
155.0	0.08166666666666667	0.07722222222222222	0.058333333333333334	0.03888888888888889	0.017222222222222222	0.010833333333333334
156.0	0.08305555555555555	0.07777777777777778	0.058333333333333334	0.03916666666666667	0.0175	0.010833333333333334
157.0	0.08333333333333333	0.07833333333333334	0.058055555555555555	0.03916666666666667	0.017777777777777778	0.010833333333333334
158.0	0.085	0.07833333333333334	0.058611111111111114	0.03944444444444444	0.017777777777777778	0.010833333333333334
159.0	0.08638888888888889	0.07861111111111112	0.058888888888888886	0.04	0.017777777777777778	0.010555555555555556
160.0	0.08694444444444445	0.07916666666666666	0.059444444444444446	0.04027777777777778	0.018055555555555554	0.010555555555555556
161.0	0.0875	0.08055555555555556	0.06	0.04083333333333333	0.018333333333333333	0.010555555555555556
162.0	0.0875	0.08083333333333333	0.06027777777777778	0.04055555555555555	0.018333333333333333	0.010555555555555556
163.0	0.08805555555555555	0.08138888888888889	0.06027777777777778	0.04083333333333333	0.018333333333333333	0.010555555555555556
164.0	0.08861111111111111	0.08166666666666667	0.06027777777777778	0.041944444444444444	0.01861111111111111	0.010555555555555556
165.0	0.08944444444444444	0.08222222222222222	0.06027777777777778	0.042222222222222223	0.01861111111111111	0.010555555555555556
166.0	0.08944444444444444	0.08222222222222222	0.06055555555555556	0.0425	0.01861111111111111	0.010555555555555556
167.0	0.09	0.08305555555555555	0.06055555555555556	0.0425	0.01861111111111111	0.010555555555555556
168.0	0.08944444444444444	0.08361111111111111	0.06055555555555556	0.0425	0.01888888888888889	0.010277777777777778
169.0	0.09	0.08444444444444445	0.06111111111111111	0.042222222222222223	0.01861111111111111	0.010555555555555556
170.0	0.09055555555555556	0.08472222222222223	0.06111111111111111	0.043055555555555555	0.019166666666666665	0.010555555555555556
171.0	0.09166666666666666	0.08555555555555555	0.06111111111111111	0.043055555555555555	0.019166666666666665	0.010555555555555556
172.0	0.09194444444444444	0.08611111111111111	0.06111111111111111	0.043611111111111114	0.019444444444444445	0.010555555555555556
173.0	0.0925	0.08611111111111111	0.06111111111111111	0.044444444444444446	0.019444444444444445	0.010555555555555556
174.0	0.09305555555555556	0.08611111111111111	0.06166666666666667	0.044444444444444446	0.019444444444444445	0.010555555555555556
175.0	0.09361111111111112	0.08722222222222223	0.06166666666666667	0.04555555555555556	0.02	0.010555555555555556
176.0	0.09472222222222222	0.08694444444444445	0.06194444444444445	0.04611111111111111	0.02	0.010555555555555556
177.0	0.09472222222222222	0.08722222222222223	0.06222222222222222	0.04611111111111111	0.01972222222222222	0.010555555555555556
178.0	0.09555555555555556	0.08722222222222223	0.06222222222222222	0.04638888888888889	0.01972222222222222	0.010555555555555556
179.0	0.09527777777777778	0.08805555555555555	0.06305555555555556	0.04638888888888889	0.019444444444444445	0.010277777777777778
180.0	0.09583333333333334	0.08805555555555555	0.06333333333333334	0.04638888888888889	0.01972222222222222	0.010277777777777778
181.0	0.09583333333333334	0.08861111111111111	0.0636111111111111	0.04666666666666667	0.01972222222222222	0.010555555555555556
182.0	0.0961111111111111	0.08888888888888889	0.0636111111111111	0.04694444444444444	0.02	0.010833333333333334
183.0	0.09638888888888889	0.08888888888888889	0.06388888888888888	0.04722222222222222	0.02	0.010833333333333334
184.0	0.09777777777777778	0.08944444444444444	0.06388888888888888	0.0475	0.02	0.010833333333333334
185.0	0.09861111111111111	0.09	0.06416666666666666	0.0475	0.020277777777777777	0.010833333333333334
186.0	0.09972222222222223	0.09027777777777778	0.06416666666666666	0.0475	0.020277777777777777	0.010833333333333334
187.0	0.10055555555555555	0.09055555555555556	0.065	0.0475	0.020277777777777777	0.010833333333333334
188.0	0.10083333333333333	0.09083333333333334	0.06527777777777778	0.0475	0.020277777777777777	0.010833333333333334
189.0	0.10083333333333333	0.09166666666666666	0.06527777777777778	0.0475	0.020277777777777777	0.010833333333333334
190.0	0.10138888888888889	0.09166666666666666	0.06555555555555556	0.04777777777777778	0.020555555555555556	0.010833333333333334
191.0	0.10138888888888889	0.09166666666666666	0.06583333333333333	0.04805555555555555	0.020555555555555556	0.010833333333333334
192.0	0.10166666666666667	0.09194444444444444	0.06666666666666667	0.04777777777777778	0.020555555555555556	0.010833333333333334
193.0	0.10194444444444445	0.09277777777777778	0.06694444444444445	0.04805555555555555	0.020833333333333332	0.011111111111111112
194.0	0.10277777777777777	0.09305555555555556	0.06694444444444445	0.04805555555555555	0.021111111111111112	0.011111111111111112
195.0	0.10333333333333333	0.09305555555555556	0.06694444444444445	0.04861111111111111	0.021111111111111112	0.01138888888888889
196.0	0.10388888888888889	0.09333333333333334	0.06777777777777778	0.04861111111111111	0.021111111111111112	0.01138888888888889
197.0	0.10472222222222222	0.09333333333333334	0.06861111111111111	0.04888888888888889	0.021388888888888888	0.01138888888888889
198.0	0.105	0.09333333333333334	0.06833333333333333	0.04888888888888889	0.021388888888888888	0.01138888888888889
199.0	0.10555555555555556	0.09388888888888888	0.06861111111111111	0.04833333333333333	0.021388888888888888	0.01138888888888889
200.0	0.1063888888888889	0.09416666666666666	0.06861111111111111	0.04861111111111111	0.021666666666666667	0.011666666666666667
201.0	0.10666666666666667	0.095	0.06916666666666667	0.04888888888888889	0.021666666666666667	0.011666666666666667
202.0	0.10777777777777778	0.09527777777777778	0.06972222222222223	0.049166666666666664	0.021944444444444444	0.011666666666666667
203.0	0.10805555555555556	0.09555555555555556	0.06972222222222223	0.049444444444444444	0.021944444444444444	0.011666666666666667
204.0	0.10833333333333334	0.0961111111111111	0.06944444444444445	0.050277777777777775	0.021944444444444444	0.011666666666666667
205.0	0.10861111111111112	0.09638888888888889	0.06944444444444445	0.050555555555555555	0.021944444444444444	0.011666666666666667
206.0	0.10944444444444444	0.09666666666666666	0.06944444444444445	0.050277777777777775	0.0225	0.011944444444444445
207.0	0.10916666666666666	0.09694444444444444	0.06972222222222223	0.050277777777777775	0.022222222222222223	0.011944444444444445
208.0	0.10972222222222222	0.09694444444444444	0.07	0.050833333333333335	0.022222222222222223	0.011944444444444445
209.0	0.11055555555555556	0.0975	0.07027777777777777	0.05138888888888889	0.0225	0.011944444444444445
210.0	0.11055555555555556	0.09777777777777778	0.07027777777777777	0.051666666666666666	0.0225	0.011944444444444445
211.0	0.11166666666666666	0.09833333333333333	0.07083333333333333	0.051666666666666666	0.0225	0.011944444444444445
212.0	0.11194444444444444	0.09861111111111111	0.07166666666666667	0.051666666666666666	0.02277777777777778	0.011944444444444445
213.0	0.11305555555555556	0.09916666666666667	0.07138888888888889	0.051666666666666666	0.02277777777777778	0.011944444444444445
214.0	0.11333333333333333	0.09888888888888889	0.07194444444444445	0.051944444444444446	0.023333333333333334	0.011666666666666667
215.0	0.11416666666666667	0.09888888888888889	0.0725	0.05277777777777778	0.02361111111111111	0.011666666666666667
216.0	0.115	0.09916666666666667	0.07277777777777777	0.05277777777777778	0.02361111111111111	0.011666666666666667
217.0	0.11555555555555555	0.09916666666666667	0.07277777777777777	0.05277777777777778	0.02388888888888889	0.011666666666666667
218.0	0.11555555555555555	0.09944444444444445	0.07305555555555555	0.05277777777777778	0.02388888888888889	0.011666666666666667
219.0	0.11638888888888889	0.1	0.07305555555555555	0.05277777777777778	0.02388888888888889	0.011666666666666667
220.0	0.11722222222222223	0.10055555555555555	0.07305555555555555	0.0525	0.02388888888888889	0.011666666666666667
221.0	0.1175	0.10083333333333333	0.07444444444444444	0.05277777777777778	0.02388888888888889	0.011666666666666667
222.0	0.11777777777777777	0.10083333333333333	0.075	0.05333333333333334	0.024166666666666666	0.011666666666666667
223.0	0.11805555555555555	0.10083333333333333	0.075	0.05361111111111111	0.024166666666666666	0.011666666666666667
224.0	0.11833333333333333	0.10083333333333333	0.07527777777777778	0.05388888888888889	0.024166666666666666	0.012222222222222223
225.0	0.11916666666666667	0.10083333333333333	0.07583333333333334	0.05388888888888889	0.024166666666666666	0.012222222222222223
226.0	0.11944444444444445	0.10055555555555555	0.07611111111111112	0.05416666666666667	0.024166666666666666	0.012222222222222223
227.0	0.12027777777777778	0.10111111111111111	0.07611111111111112	0.05444444444444444	0.02388888888888889	0.012222222222222223
228.0	0.12027777777777778	0.10138888888888889	0.07722222222222222	0.05472222222222222	0.02388888888888889	0.012222222222222223
229.0	0.12	0.1025	0.0775	0.05472222222222222	0.02388888888888889	0.0125
230.0	0.12055555555555555	0.10222222222222223	0.0775	0.055	0.02388888888888889	0.0125
231.0	0.1213888888888889	0.10277777777777777	0.07805555555555556	0.055	0.024166666666666666	0.0125
232.0	0.12194444444444444	0.10305555555555555	0.07805555555555556	0.055	0.02388888888888889	0.0125
233.0	0.1225	0.10361111111111111	0.07833333333333334	0.055	0.024444444444444446	0.0125
234.0	0.12333333333333334	0.10388888888888889	0.07833333333333334	0.055	0.024166666666666666	0.0125
235.0	0.12361111111111112	0.10444444444444445	0.07833333333333334	0.055	0.024444444444444446	0.0125
236.0	0.12361111111111112	0.10444444444444445	0.07916666666666666	0.055	0.024722222222222222	0.0125
237.0	0.12444444444444444	0.10527777777777778	0.07888888888888888	0.055	0.025277777777777777	0.0125
238.0	0.12555555555555556	0.10555555555555556	0.07888888888888888	0.05527777777777778	0.025277777777777777	0.0125
239.0	0.12611111111111112	0.105	0.07972222222222222	0.05527777777777778	0.025555555555555557	0.0125
240.0	0.12638888888888888	0.10583333333333333	0.08	0.05527777777777778	0.025833333333333333	0.012222222222222223
241.0	0.12694444444444444	0.10583333333333333	0.0811111111111111	0.05527777777777778	0.025833333333333333	0.012222222222222223
242.0	0.12833333333333333	0.10694444444444444	0.08166666666666667	0.05527777777777778	0.026111111111111113	0.012222222222222223
243.0	0.12916666666666668	0.1075	0.08194444444444444	0.05527777777777778	0.026111111111111113	0.012222222222222223
244.0	0.12944444444444445	0.10833333333333334	0.0825	0.05527777777777778	0.026111111111111113	0.0125
245.0	0.12916666666666668	0.10916666666666666	0.08277777777777778	0.05527777777777778	0.026111111111111113	0.012777777777777779
246.0	0.13027777777777777	0.10916666666666666	0.08277777777777778	0.05555555555555555	0.02666666666666667	0.013055555555555556
247.0	0.13055555555555556	0.11	0.08361111111111111	0.05527777777777778	0.02666666666666667	0.013055555555555556
248.0	0.13166666666666665	0.11083333333333334	0.08361111111111111	0.05527777777777778	0.026944444444444444	0.013055555555555556
249.0	0.1325	0.11166666666666666	0.08388888888888889	0.05527777777777778	0.026944444444444444	0.012777777777777779
